CMDLINE /opt/homebrew/anaconda3/bin/python examples/prov4ml_torch.py
MEM 618.125000 1744798231.2587
MEM 618.140625 1744798231.3638
MEM 618.156250 1744798231.4650
MEM 618.171875 1744798231.5701
MEM 618.187500 1744798231.6752
MEM 618.187500 1744798231.7803
MEM 618.203125 1744798231.8854
MEM 618.250000 1744798231.9906
MEM 618.218750 1744798232.0957
MEM 618.234375 1744798232.2008
MEM 618.265625 1744798232.3059
MEM 618.281250 1744798232.4061
MEM 618.296875 1744798232.5109
MEM 618.312500 1744798232.6153
MEM 618.328125 1744798232.7204
MEM 618.328125 1744798232.8256
MEM 618.359375 1744798232.9307
MEM 618.390625 1744798233.0358
MEM 618.390625 1744798233.1409
MEM 618.406250 1744798233.2441
MEM 618.406250 1744798233.3464
MEM 618.437500 1744798233.4516
MEM 618.453125 1744798233.5567
MEM 618.453125 1744798233.6618
MEM 618.453125 1744798233.7631
MEM 618.468750 1744798233.8683
MEM 618.484375 1744798233.9735
MEM 618.484375 1744798234.0786
MEM 618.500000 1744798234.1797
MEM 618.578125 1744798234.2848
MEM 618.609375 1744798234.3880
MEM 618.640625 1744798234.4899
MEM 618.609375 1744798234.5951
MEM 618.640625 1744798234.6964
MEM 618.656250 1744798234.8016
MEM 618.703125 1744798234.9047
MEM 618.703125 1744798235.0098
MEM 618.687500 1744798235.1131
MEM 618.734375 1744798235.2183
MEM 618.750000 1744798235.3213
MEM 618.765625 1744798235.4264
MEM 618.781250 1744798235.5316
MEM 618.781250 1744798235.6367
MEM 618.812500 1744798235.7380
MEM 618.828125 1744798235.8413
MEM 618.828125 1744798235.9453
MEM 618.859375 1744798236.0504
MEM 618.859375 1744798236.1546
MEM 618.875000 1744798236.2598
MEM 618.890625 1744798236.3632
MEM 618.937500 1744798236.4683
MEM 618.968750 1744798236.5713
MEM 618.953125 1744798236.6765
MEM 618.984375 1744798236.7816
MEM 618.968750 1744798236.8860
MEM 618.984375 1744798236.9880
MEM 619.000000 1744798237.0931
MEM 619.000000 1744798237.1962
MEM 619.015625 1744798237.3014
MEM 619.031250 1744798237.4046
MEM 619.046875 1744798237.5098
MEM 619.093750 1744798237.6149
MEM 619.093750 1744798237.7201
MEM 619.109375 1744798237.8252
MEM 619.125000 1744798237.9297
MEM 619.140625 1744798238.0349
MEM 619.156250 1744798238.1381
MEM 619.156250 1744798238.2433
MEM 619.187500 1744798238.3463
MEM 619.203125 1744798238.4515
MEM 619.234375 1744798238.5566
MEM 619.250000 1744798238.6617
MEM 619.265625 1744798238.7669
MEM 619.281250 1744798238.8691
MEM 619.281250 1744798238.9742
MEM 619.328125 1744798239.0794
MEM 619.312500 1744798239.1845
MEM 619.328125 1744798239.2880
MEM 619.343750 1744798239.3931
MEM 619.359375 1744798239.4963
MEM 619.375000 1744798239.6014
MEM 619.640625 1744798239.7066
MEM 619.656250 1744798239.8076
MEM 619.656250 1744798239.9127
MEM 619.656250 1744798240.0178
MEM 619.671875 1744798240.1230
MEM 619.703125 1744798240.2281
MEM 619.734375 1744798240.3297
MEM 619.750000 1744798240.4348
MEM 619.734375 1744798240.5399
MEM 619.750000 1744798240.6451
MEM 619.765625 1744798240.7463
MEM 619.765625 1744798240.8515
MEM 619.843750 1744798240.9547
MEM 619.796875 1744798241.0598
MEM 619.812500 1744798241.1630
MEM 619.828125 1744798241.2662
MEM 619.875000 1744798241.3667
MEM 619.859375 1744798241.4719
MEM 619.875000 1744798241.5770
MEM 619.890625 1744798241.6796
MEM 619.906250 1744798241.7847
MEM 619.921875 1744798241.8898
MEM 619.921875 1744798241.9950
MEM 619.937500 1744798242.0963
MEM 619.968750 1744798242.2016
MEM 619.968750 1744798242.3019
MEM 619.984375 1744798242.4070
MEM 620.000000 1744798242.5122
MEM 620.015625 1744798242.6171
MEM 620.031250 1744798242.7223
MEM 620.046875 1744798242.8274
MEM 620.078125 1744798242.9325
MEM 620.078125 1744798243.0360
MEM 620.093750 1744798243.1411
MEM 620.109375 1744798243.2461
MEM 620.125000 1744798243.3512
MEM 620.140625 1744798243.4563
MEM 620.140625 1744798243.5615
MEM 620.156250 1744798243.6666
MEM 620.171875 1744798243.7718
MEM 620.187500 1744798243.8769
MEM 620.218750 1744798243.9796
MEM 620.234375 1744798244.0835
MEM 620.250000 1744798244.1880
MEM 620.281250 1744798244.2931
MEM 620.265625 1744798244.3983
MEM 620.296875 1744798244.5034
MEM 620.296875 1744798244.6046
MEM 620.312500 1744798244.7097
MEM 620.328125 1744798244.8149
MEM 620.359375 1744798244.9200
MEM 620.390625 1744798245.0251
MEM 620.406250 1744798245.1302
MEM 620.437500 1744798245.2354
MEM 620.453125 1744798245.3405
MEM 620.453125 1744798245.4456
MEM 620.484375 1744798245.5508
MEM 620.500000 1744798245.6560
MEM 620.515625 1744798245.7611
MEM 620.562500 1744798245.8629
MEM 620.531250 1744798245.9680
MEM 620.562500 1744798246.0713
MEM 620.578125 1744798246.1764
MEM 620.578125 1744798246.2816
MEM 620.609375 1744798246.3867
MEM 620.625000 1744798246.4897
MEM 620.671875 1744798246.5949
MEM 620.656250 1744798246.7000
MEM 620.671875 1744798246.8046
MEM 620.687500 1744798246.9098
MEM 620.703125 1744798247.0130
MEM 620.718750 1744798247.1181
MEM 620.718750 1744798247.2233
MEM 620.750000 1744798247.3283
MEM 620.765625 1744798247.4296
MEM 620.781250 1744798247.5346
MEM 620.812500 1744798247.6398
MEM 620.828125 1744798247.7448
MEM 620.859375 1744798247.8500
MEM 620.906250 1744798247.9551
MEM 620.890625 1744798248.0602
MEM 620.906250 1744798248.1653
MEM 620.921875 1744798248.2704
MEM 620.921875 1744798248.3755
MEM 620.937500 1744798248.4807
MEM 620.953125 1744798248.5858
MEM 620.984375 1744798248.6909
MEM 621.000000 1744798248.7960
MEM 621.000000 1744798248.9012
MEM 621.015625 1744798249.0063
MEM 621.062500 1744798249.1114
MEM 621.031250 1744798249.2129
MEM 621.109375 1744798249.3181
MEM 621.125000 1744798249.4212
MEM 621.140625 1744798249.5264
MEM 621.156250 1744798249.6296
MEM 621.156250 1744798249.7348
MEM 621.187500 1744798249.8399
MEM 621.234375 1744798249.9451
MEM 621.234375 1744798250.0503
MEM 621.234375 1744798250.1554
MEM 621.250000 1744798250.2587
MEM 621.250000 1744798250.3639
MEM 621.265625 1744798250.4690
MEM 621.281250 1744798250.5742
MEM 621.296875 1744798250.6793
MEM 621.312500 1744798250.7837
MEM 621.328125 1744798250.8888
MEM 621.328125 1744798250.9939
MEM 621.359375 1744798251.0991
MEM 621.359375 1744798251.2042
MEM 621.359375 1744798251.3087
MEM 621.390625 1744798251.4139
MEM 621.437500 1744798251.5170
MEM 621.421875 1744798251.6221
MEM 621.453125 1744798251.7273
MEM 621.437500 1744798251.8324
MEM 621.453125 1744798251.9336
MEM 621.468750 1744798252.0388
MEM 621.484375 1744798252.1439
MEM 621.500000 1744798252.2491
MEM 621.515625 1744798252.3503
MEM 621.531250 1744798252.4554
MEM 621.546875 1744798252.5600
MEM 621.562500 1744798252.6647
MEM 621.578125 1744798252.7698
MEM 621.593750 1744798252.8750
MEM 621.609375 1744798252.9795
MEM 621.625000 1744798253.0846
MEM 621.640625 1744798253.1878
MEM 621.656250 1744798253.2929
MEM 621.671875 1744798253.3980
MEM 621.671875 1744798253.5032
MEM 621.687500 1744798253.6083
MEM 621.703125 1744798253.7134
MEM 621.718750 1744798253.8185
MEM 621.734375 1744798253.9214
MEM 621.734375 1744798254.0235
MEM 621.750000 1744798254.1287
MEM 621.765625 1744798254.2338
MEM 621.812500 1744798254.3379
MEM 621.812500 1744798254.4431
MEM 621.828125 1744798254.5457
MEM 621.828125 1744798254.6462
MEM 621.843750 1744798254.7513
MEM 621.875000 1744798254.8565
MEM 621.890625 1744798254.9616
MEM 621.906250 1744798255.0635
MEM 621.921875 1744798255.1686
MEM 621.937500 1744798255.2737
MEM 621.953125 1744798255.3789
MEM 621.953125 1744798255.4840
MEM 621.968750 1744798255.5892
MEM 621.984375 1744798255.6943
MEM 621.984375 1744798255.7980
MEM 622.000000 1744798255.9031
MEM 622.015625 1744798256.0083
MEM 622.000000 1744798256.1098
MEM 622.015625 1744798256.2150
MEM 622.031250 1744798256.3200
MEM 622.031250 1744798256.4251
MEM 622.078125 1744798256.5302
MEM 622.093750 1744798256.6353
MEM 622.125000 1744798256.7404
MEM 622.140625 1744798256.8424
MEM 622.171875 1744798256.9475
MEM 622.156250 1744798257.0527
MEM 622.171875 1744798257.1578
MEM 622.203125 1744798257.2588
MEM 622.218750 1744798257.3639
MEM 622.218750 1744798257.4640
MEM 622.234375 1744798257.5691
MEM 622.250000 1744798257.6742
MEM 622.265625 1744798257.7794
MEM 622.265625 1744798257.8844
MEM 622.281250 1744798257.9896
MEM 622.296875 1744798258.0947
MEM 622.312500 1744798258.1998
MEM 622.359375 1744798258.3007
MEM 622.359375 1744798258.4058
MEM 622.390625 1744798258.5109
MEM 622.406250 1744798258.6161
MEM 622.453125 1744798258.7212
MEM 622.437500 1744798258.8263
MEM 622.453125 1744798258.9314
MEM 622.468750 1744798259.0365
MEM 622.484375 1744798259.1416
MEM 622.484375 1744798259.2427
MEM 622.515625 1744798259.3478
MEM 622.531250 1744798259.4529
MEM 622.531250 1744798259.5541
MEM 622.546875 1744798259.6582
MEM 622.562500 1744798259.7623
MEM 622.578125 1744798259.8658
MEM 622.593750 1744798259.9661
MEM 622.609375 1744798260.0708
MEM 622.609375 1744798260.1712
MEM 622.625000 1744798260.2764
MEM 622.687500 1744798260.3815
MEM 622.687500 1744798260.4867
MEM 622.687500 1744798260.5883
MEM 622.687500 1744798260.6935
MEM 622.703125 1744798260.7985
MEM 622.718750 1744798260.9008
MEM 622.734375 1744798261.0059
MEM 622.750000 1744798261.1109
MEM 622.765625 1744798261.2160
MEM 622.781250 1744798261.3211
MEM 622.781250 1744798261.4262
MEM 622.828125 1744798261.5313
MEM 622.875000 1744798261.6364
MEM 622.843750 1744798261.7415
MEM 622.859375 1744798261.8465
MEM 622.875000 1744798261.9516
MEM 622.890625 1744798262.0567
MEM 622.906250 1744798262.1618
MEM 622.921875 1744798262.2669
MEM 622.968750 1744798262.3720
MEM 622.953125 1744798262.4771
MEM 622.968750 1744798262.5822
MEM 622.968750 1744798262.6873
MEM 622.984375 1744798262.7924
MEM 623.000000 1744798262.8975
MEM 623.015625 1744798263.0027
MEM 623.015625 1744798263.1078
MEM 623.031250 1744798263.2130
MEM 623.046875 1744798263.3181
MEM 623.062500 1744798263.4233
MEM 623.062500 1744798263.5284
MEM 623.109375 1744798263.6292
MEM 623.125000 1744798263.7343
MEM 623.125000 1744798263.8358
MEM 623.203125 1744798263.9410
MEM 623.187500 1744798264.0462
MEM 623.203125 1744798264.1513
MEM 623.250000 1744798264.2564
MEM 623.265625 1744798264.3616
MEM 623.296875 1744798264.4624
MEM 623.343750 1744798264.5675
MEM 623.343750 1744798264.6730
MEM 623.453125 1744798264.7782
MEM 623.468750 1744798264.8805
MEM 623.468750 1744798264.9857
MEM 623.484375 1744798265.0886
MEM 623.500000 1744798265.1937
MEM 623.515625 1744798265.2988
MEM 623.562500 1744798265.4039
MEM 623.546875 1744798265.5090
MEM 623.546875 1744798265.6142
MEM 623.578125 1744798265.7193
MEM 623.609375 1744798265.8200
MEM 623.593750 1744798265.9252
MEM 623.609375 1744798266.0303
MEM 623.625000 1744798266.1355
MEM 623.640625 1744798266.2406
MEM 623.656250 1744798266.3457
MEM 623.656250 1744798266.4509
MEM 623.656250 1744798266.5561
MEM 623.687500 1744798266.6613
MEM 623.687500 1744798266.7617
MEM 623.718750 1744798266.8631
MEM 623.734375 1744798266.9683
MEM 623.734375 1744798267.0734
MEM 623.750000 1744798267.1751
MEM 623.765625 1744798267.2803
MEM 623.781250 1744798267.3854
MEM 623.796875 1744798267.4905
MEM 623.828125 1744798267.5956
MEM 623.843750 1744798267.6998
MEM 623.859375 1744798267.8018
MEM 623.875000 1744798267.9066
MEM 623.875000 1744798268.0118
MEM 623.953125 1744798268.1168
MEM 623.968750 1744798268.2220
MEM 623.953125 1744798268.3270
MEM 623.984375 1744798268.4321
MEM 623.968750 1744798268.5372
MEM 624.000000 1744798268.6422
MEM 624.015625 1744798268.7473
MEM 624.031250 1744798268.8524
MEM 624.046875 1744798268.9575
MEM 624.093750 1744798269.0600
MEM 624.109375 1744798269.1651
MEM 624.125000 1744798269.2702
MEM 624.109375 1744798269.3733
MEM 624.140625 1744798269.4784
MEM 624.140625 1744798269.5836
MEM 624.156250 1744798269.6887
MEM 624.156250 1744798269.7935
MEM 624.171875 1744798269.8986
MEM 624.187500 1744798270.0038
MEM 624.187500 1744798270.1090
MEM 624.203125 1744798270.2140
MEM 624.250000 1744798270.3191
MEM 624.250000 1744798270.4242
MEM 624.265625 1744798270.5294
MEM 624.328125 1744798270.6322
MEM 624.328125 1744798270.7374
MEM 624.328125 1744798270.8426
MEM 624.328125 1744798270.9475
MEM 626.171875 1744798271.0494
MEM 627.078125 1744798271.1545
MEM 628.031250 1744798271.2597
MEM 630.187500 1744798271.3647
MEM 630.562500 1744798271.4698
MEM 635.437500 1744798271.5713
MEM 635.437500 1744798271.6764
MEM 635.468750 1744798271.7816
MEM 635.468750 1744798271.8867
MEM 635.484375 1744798271.9919
MEM 636.656250 1744798272.0971
