Country code,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind,ISO3,ISO2
MKD,0.0038610038610038,0.3166023166023166,0.0849420849420849,0.2702702702702703,0.0,0.0772200772200772,0.0,0.2046332046332046,0.0424710424710424,MKD,MK
NOR,0.0007449714427613,0.0,0.0148994288552272,0.854233921033027,0.0,0.0032282095852992,0.0012416190712689,0.0,0.1256518500124161,NOR,NO
OMN,0.0,0.0,0.9404844290657438,0.0,0.0,0.0096885813148788,0.0,0.0463667820069204,0.0034602076124567,OMN,OM
PAK,0.0094318929589822,0.1708708050010967,0.3538056591357753,0.2333845141478394,0.0794033779337574,0.0853257293266067,0.0,0.0271989471375301,0.0405790743584119,PAK,PK
PSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PSE,PS
PAN,0.0169902912621359,0.0752427184466019,0.0922330097087378,0.4466019417475728,0.0,0.1577669902912621,0.0,0.1286407766990291,0.0825242718446602,PAN,PA
PNG,0.0194174757281553,0.0,0.203883495145631,0.2524271844660194,0.0,0.4757281553398058,0.0485436893203883,0.0,0.0,PNG,PG
PRY,0.0045045045045045,0.0,0.0,0.9921171171171173,0.0,0.0033783783783783,0.0,0.0,0.0,PRY,PY
PER,0.012911555842479,0.0,0.4318915429309231,0.355067785668173,0.0,0.1329890251775339,0.0,0.0213040671400903,0.0458360232408005,PER,PE
PHL,0.0220774520448787,0.4372059355772711,0.1201592471950778,0.1118349619978284,0.0,0.1617806731813246,0.0705754614549402,0.0604415490408975,0.0159247195077813,PHL,PH
POL,0.0200708382526564,0.4808568055321301,0.0588632147073705,0.0165289256198347,0.0,0.0,0.0,0.2666554224995783,0.1570247933884297,POL,PL
PRT,0.0285714285714285,0.0,0.1822510822510822,0.3545454545454545,0.0,0.0203463203463203,0.003030303030303,0.1679653679653679,0.2432900432900432,PRT,PT
PRI,0.0,0.0,0.219047619047619,0.0158730158730158,0.0,0.5968253968253968,0.0,0.1523809523809523,0.0158730158730158,PRI,PR
QAT,0.0,0.0,0.9388059701492536,0.0,0.0,0.0,0.0007462686567164,0.0604477611940298,0.0,QAT,QA
REU,0.0978260869565217,0.1847826086956522,0.0,0.1413043478260869,0.0,0.3152173913043478,0.0,0.2391304347826087,0.0217391304347826,REU,RE
ROU,0.0087719298245614,0.1437621832358674,0.1627680311890838,0.3201754385964912,0.0633528265107212,0.0570175438596491,0.0,0.0935672514619883,0.1505847953216374,ROU,RO
RUS,0.0057957526017429,0.1601658346729841,0.4748286657077586,0.2139351891022929,0.1249682714273627,0.00046535239868,0.0,0.0091801336830527,0.0106608004061257,RUS,RU
RWA,0.0,0.1666666666666666,0.0999999999999999,0.3999999999999999,0.0,0.2333333333333333,0.0,0.0999999999999999,0.0,RWA,RW
KNA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,KNA,KN
LCA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,LCA,LC
SPM,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SPM,PM
VCT,0.0,0.0,0.0,0.1666666666666666,0.0,0.8333333333333333,0.0,0.0,0.0,VCT,VC
WSM,0.0,0.0,0.0,0.25,0.0,0.625,0.0,0.125,0.0,WSM,WS
STP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,STP,ST
SAU,0.0,0.0,0.7015224358974358,0.0,0.0,0.271534455128205,0.0,0.0229366987179487,0.0040064102564102,SAU,SA
SEN,0.019108280254777,0.1019108280254777,0.178343949044586,0.0,0.0,0.4331210191082802,0.0,0.1656050955414012,0.1019108280254777,SEN,SN
SRB,0.0048780487804878,0.5451219512195122,0.0670731707317073,0.3036585365853659,0.0,0.0,0.0,0.0170731707317073,0.0621951219512195,SRB,RS
SYC,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.0769230769230769,0.0769230769230769,SYC,SC
SLE,0.1249999999999999,0.0,0.0,0.2499999999999999,0.0,0.5833333333333334,0.0,0.0416666666666666,0.0,SLE,SL
SGP,0.0042016806722689,0.0,0.9117647058823528,0.0,0.0,0.0193277310924369,0.0,0.0647058823529411,0.0,SGP,SG
SVK,0.0366713681241184,0.0691114245416079,0.2933709449929478,0.228490832157969,0.2820874471086037,0.0,0.001410437235543,0.0888575458392101,0.0,SVK,SK
SVN,0.0218340611353711,0.2336244541484716,0.1157205240174672,0.2532751091703056,0.1506550218340611,0.0,0.0,0.2248908296943231,0.0,SVN,SI
SLB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SLB,SB
SOM,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.4545454545454546,0.0,SOM,SO
ZAF,0.00418410041841,0.7384937238493724,0.0207595751528805,0.0120695204377212,0.031058899259736,0.0389443192790473,0.0,0.099130994528484,0.0553588670743482,ZAF,ZA
KOR,0.0206074483130177,0.2702538891507846,0.3136911576537141,0.0121220284194221,0.1660044447437538,0.0205401037106875,0.0,0.1821671493029834,0.0146137787056367,KOR,KR
SSD,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.1052631578947368,0.0,SSD,SS
ESP,0.0095277547638773,0.0244407622203811,0.2259320629660315,0.1392709196354598,0.0589892294946147,0.0265948632974316,0.0011599005799502,0.2570008285004143,0.2570836785418393,ESP,ES
LKA,0.0083857442348008,0.1886792452830188,0.0964360587002096,0.3836477987421383,0.0,0.1027253668763102,0.0,0.1677148846960167,0.0524109014675052,LKA,LK
SDN,0.0516795865633075,0.0,0.2093023255813953,0.3824289405684754,0.0,0.3074935400516795,0.0,0.0490956072351421,0.0,SDN,SD
SUR,0.0,0.0,0.0,0.3050847457627118,0.0,0.6779661016949152,0.0,0.0169491525423728,0.0,SUR,SR
SWE,0.0797323135755258,0.0,0.0126195028680688,0.3135755258126194,0.1319311663479923,0.0782026768642447,0.0065009560229445,0.0667304015296367,0.3107074569789674,SWE,SE
CHE,0.0011937922801432,0.0,0.0091524074810982,0.6080382013529646,0.1177875049741345,0.0198965380023875,0.007958615200955,0.2323915638678869,0.0035813768404297,CHE,CH
SYR,0.0010341261633919,0.0062047569803516,0.7621509824198552,0.1540847983453981,0.0,0.0703205791106515,0.0,0.0062047569803516,0.0,SYR,SY
TWN,0.0013431833445265,0.3216924110141034,0.3158159838817998,0.0352585627938213,0.031900604432505,0.0406312961719274,0.0,0.2085292142377434,0.0448287441235728,TWN,TW
TJK,0.0,0.0627943485086342,0.0329670329670329,0.9042386185243328,0.0,0.0,0.0,0.0,0.0,TJK,TJ
TZA,0.035,0.0,0.485,0.3,0.0,0.17,0.0,0.01,0.0,TZA,TZ
THA,0.0802699342923104,0.1090392470253951,0.6712839637719766,0.0552299769135144,0.0,0.0,0.0,0.0566506837151482,0.0275261942816551,THA,TH
TLS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TLS,TL
TGO,0.0,0.0,0.2,0.2,0.0,0.4285714285714285,0.0,0.1714285714285714,0.0,TGO,TG
TON,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.3333333333333333,0.0,TON,TO
TTO,0.0,0.0,0.9903846153846154,0.0,0.0,0.0096153846153846,0.0,0.0,0.0,TTO,TT
TUN,0.0,0.0,0.8742424242424243,0.0106060606060606,0.0,0.0,0.0,0.0772727272727272,0.0378787878787878,TUN,TN
TUR,0.0181176251974356,0.1939050450617857,0.256712812412896,0.295270835268977,0.0,0.0061321192975936,0.0162594072284678,0.10489640434823,0.1087057511846139,TUR,TR
TKM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TKM,TM
TCA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TCA,TC
UGA,0.0757575757575757,0.0,0.0,0.7803030303030302,0.0,0.0757575757575757,0.0,0.0681818181818181,0.0,UGA,UG
UKR,0.0045988758303525,0.3658661216147164,0.1444387668199625,0.0820984500085164,0.2357349684891841,0.0,0.0,0.1372849599727474,0.0299778572645205,UKR,UA
ARE,0.0001871257485029,0.0,0.809131736526946,0.0,0.0780314371257484,0.0,0.0,0.1107784431137724,0.0018712574850299,ARE,AE
