Country code,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind,ISO3,ISO2
GBR,0.0655513159182076,0.021230799334703,0.3631738577438607,0.0214264749046081,0.0575286175520986,0.0222091771842285,0.0,0.1532139712356912,0.2956657861266021,GBR,GB
USA,0.0079129889011591,0.1591178129642724,0.4313452875608768,0.0688493592544629,0.0760870428779127,0.0255503738013331,0.0029395641500289,0.1105991149528478,0.117598455537106,USA,US
URY,0.1401515151515151,0.0,0.2102272727272727,0.2916666666666667,0.0,0.0132575757575757,0.0,0.0568181818181818,0.2878787878787879,URY,UY
UZB,0.0,0.1392617449664429,0.7220357941834452,0.1247203579418344,0.0,0.0,0.0,0.0139821029082774,0.0,UZB,UZ
VUT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,VUT,VU
VEN,0.0057471264367816,0.0,0.4151453684922245,0.568289384719405,0.0,0.0094658553076402,0.0,0.0,0.0013522650439486,VEN,VE
VNM,0.004669451953797,0.3347259768985008,0.1001474563774883,0.2782010321946424,0.0,0.0,0.0,0.2098795772917178,0.0723765052838535,VNM,VN
VGB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,VGB,VG
VIR,0.0,0.0,0.0,0.0,0.0,0.9705882352941176,0.0,0.0294117647058823,0.0,VIR,VI
YEM,0.0,0.0,0.3224489795918367,0.0,0.0,0.5714285714285714,0.0,0.1061224489795918,0.0,YEM,YE
ZMB,0.0104712041884816,0.0863874345549738,0.0,0.8298429319371728,0.0,0.0497382198952879,0.0,0.0235602094240837,0.0,ZMB,ZM
ZWE,0.0448430493273542,0.4484304932735426,0.0,0.484304932735426,0.0,0.0044843049327354,0.0,0.0179372197309417,0.0,ZWE,ZW
